artist,album,_img_,img,track,date
Дотла,Середина 90-х,https://289118.selcdn.ru//media/covers/0/0/1/1855/20191117221214_large_seredina_90_h.jpeg,img/20191117221214_large_seredina_90_h.jpeg,https://soundcloud.com/dotlakyiv/q9xuhsea0ekx?in=dotlakyiv/sets/seredina-90,2019-06-07
Mushmellow,Rare Garage Days,https://avatars.yandex.net/get-music-content/113160/177ce908.a.7475414-1/m1000x1000,,https://soundcloud.com/mushmellowofficial/wish-you-alive-1?in=mushmellowofficial/sets/rare-garage-days,2019-05-29
Mentions,Ким Ти Є ,https://avatars.yandex.net/get-music-content/113160/70bdf837.a.7540611-1/m1000x1000,,https://soundcloud.com/mentions_band/mentions-official-audio-1?in=mentions_band/sets/official-album,2019-05-29
leitmotiv,Womb,https://avatars.yandex.net/get-music-content/2383988/e08b6814.a.9281114-1/m1000x1000,,https://soundcloud.com/lkd_dragon/01-d-naturate?in=lkd_dragon/sets/leitmotiv-womb,2019-11-21
Дотла,Ради чего это всё,https://avatars.yandex.net/get-music-content/2390047/ba101be5.a.8859953-1/m1000x1000,,https://soundcloud.com/dotlakyiv/pksgnhymlvoe?in=dotlakyiv/sets/radi-chego-ep,2019-09-27
Юность-21,ЮНОСТЬ,https://cdn-38.myzcloud.me/img/70/18367526/48155252.jpg,img/48155252.jpg,https://soundcloud.com/gedema/jglte9yo2kh1?in=gedema/sets/yunost,2019-02-16
Hybird,Chernobyl,https://geo-static.traxsource.com/files/images/b3d9d0b0d4d6c94aaaa6fdf406cee174.jpg,img/b3d9d0b0d4d6c94aaaa6fdf406cee174.jpg,https://soundcloud.com/podilvibes/hybird-chernobyl-original-mix?in=podilvibes/sets/chernobyl-ep-pv004,2019-10-22
Flying metal band,SeedingPain,https://i0.wp.com/metalzine.org/wp-content/uploads/2019/06/Seeding-Pain.jpg?fit=960%2C960&ssl=1,img/Seeding-Pain.jpg,https://www.youtube.com/watch?v=BNvgIQh5KyQ&feature=youtu.be,2019-06-05
Oy Sound System,Amnezia Project,https://i1.sndcdn.com/artworks-000043155571-sf3pgd-t500x500.jpg,img/artworks-000043155571-sf3pgd-t500x500.jpg,https://soundcloud.com/oy-sound-system/amnezia-sound-4-1?in=oy-sound-system/sets/amnezia-project,2019-05-14
Asyncronous,The Art of Fighting in a Dream,https://i1.sndcdn.com/artworks-000469744416-zx1ifh-t500x500.jpg,https://i1.sndcdn.com/artworks-000469744416-zx1ifh-t500x500.jpg,https://soundcloud.com/slow-life/a1-point-of-no-return?in=slow-life/sets/sl020-asyncronous-the-art-of-fighting-in-a-dream,2019-01-10
Ницо Потворно,Револьвер 13,https://i1.sndcdn.com/artworks-000471294636-8m68aw-t500x500.jpg,https://i1.sndcdn.com/artworks-000471294636-8m68aw-t500x500.jpg,https://soundcloud.com/potvorno/vu440wnsjnyf?in=potvorno/sets/revolver-13,2019-01-12
Nicky Twice,"BEAT PACK | ""Sound Waves""",https://i1.sndcdn.com/artworks-000488245398-8wtphl-t500x500.jpg,https://i1.sndcdn.com/artworks-000488245398-8wtphl-t500x500.jpg,https://soundcloud.com/nicky_twice/beat-123?in=nicky_twice/sets/sound-waves,2019-02-13
правила поведения с пьяным мужем,проходите мимо,https://i1.sndcdn.com/artworks-000489715104-0ro717-t500x500.jpg,https://i1.sndcdn.com/artworks-000489715104-0ro717-t500x500.jpg,https://soundcloud.com/drunkhusband/mimo?in=drunkhusband/sets/prokhodite-mimo,2019-02-16
Lazy Sleepy Dog,pleasure,https://i1.sndcdn.com/artworks-000492493809-hgcg03-t500x500.jpg,https://i1.sndcdn.com/artworks-000492493809-hgcg03-t500x500.jpg,https://soundcloud.com/lazysleepydog/midnight?in=lazysleepydog/sets/pleasure,2019-02-21
ALEXIS MACHINE,RAGE!EP (Live in Dnepr),https://i1.sndcdn.com/artworks-000496143225-la57cr-t500x500.jpg,https://i1.sndcdn.com/artworks-000496143225-la57cr-t500x500.jpg,https://soundcloud.com/alexismachineband/04-live?in=alexismachineband/sets/alexis-machine-rageep-live-in-dnepr,2019-03-01
Устрица,Мы на рейве,https://i1.sndcdn.com/artworks-000496333113-t2ycjj-t500x500.jpg,https://i1.sndcdn.com/artworks-000496333113-t2ycjj-t500x500.jpg,https://soundcloud.com/user-969885368/my-na-reyve?in=user-969885368/sets/5rlkwzjlywsm,2019-02-28
Scuff'Under,ТакМалоСвітлаТут2,https://i1.sndcdn.com/artworks-000505342383-14snqo-t500x500.jpg,https://i1.sndcdn.com/artworks-000505342383-14snqo-t500x500.jpg,https://soundcloud.com/scuffunder/forget?in=scuffunder/sets/tmst2,2019-03-17
СКОТЫЧ,СКОРОПОРТ,https://i1.sndcdn.com/artworks-000519437283-wi2riy-t500x500.jpg,https://i1.sndcdn.com/artworks-000519437283-wi2riy-t500x500.jpg,https://soundcloud.com/scotych/rezolyutsiya?in=scotych/sets/etnbyc4uh5mm,2019-04-13
Me'leron,Мелимоноль (часть 1),https://i1.sndcdn.com/artworks-000528367272-p5puhy-t500x500.jpg,https://i1.sndcdn.com/artworks-000528367272-p5puhy-t500x500.jpg,https://soundcloud.com/meleronband/meleron-otkroy-glaza?in=meleronband/sets/meleron,2019-05-01
PRUZZKID,АНАБІОZ,https://i1.sndcdn.com/artworks-000533564136-1z9ela-t500x500.jpg,https://i1.sndcdn.com/artworks-000533564136-1z9ela-t500x500.jpg,https://soundcloud.com/pruzzkid/3sn0kxwdk0ww?in=pruzzkid/sets/pruzzkid-anabioz-album-2019,2019-05-12
Dirty Flat,DIRTY TAPE,https://i1.sndcdn.com/artworks-000551359935-8gy22d-t500x500.jpg,https://i1.sndcdn.com/artworks-000551359935-8gy22d-t500x500.jpg,https://soundcloud.com/dilladank/dirty-bobby-dilladank-young?in=dilladank/sets/dirtytape,2019-06-13
Rina Priduvalova,The Tears of Things,https://i1.sndcdn.com/artworks-000574699685-scs3o9-t500x500.jpg,https://i1.sndcdn.com/artworks-000574699685-scs3o9-t500x500.jpg,https://soundcloud.com/xenonymsss/rina-priduvalova-surmount-the-usual-1?in=xenonymsss/sets/xn019-rina-priduvalova-the-tears,2019-07-30
Melamory Blimm,Монолог,https://i1.sndcdn.com/artworks-000579660980-il6zto-t500x500.jpg,https://i1.sndcdn.com/artworks-000579660980-il6zto-t500x500.jpg,https://soundcloud.com/evgeniy-chopper/melamory-blimm-monolog?in=evgeniy-chopper/sets/ep-2019,2019-08-08
Lugansk Сontemporary Diaspora,VOSTOK/ВОСТОК,https://i1.sndcdn.com/artworks-000586599131-jfppzn-t500x500.jpg,https://i1.sndcdn.com/artworks-000586599131-jfppzn-t500x500.jpg,https://soundcloud.com/lkd_dragon/sasha-shumm-subway?in=lkd_dragon/sets/vostok,2019-08-26
Anton Baibakov,SOFIIA,https://i1.sndcdn.com/artworks-000593259414-itke8u-t500x500.jpg,https://i1.sndcdn.com/artworks-000593259414-itke8u-t500x500.jpg,https://soundcloud.com/anton-baibakov/sofiia-paradise?in=anton-baibakov/sets/sofiia,2019-09-26
PRUZZKID,ДИВОСВІТ,https://i1.sndcdn.com/artworks-000595204146-u14y37-t500x500.jpg,https://i1.sndcdn.com/artworks-000595204146-u14y37-t500x500.jpg,https://soundcloud.com/pruzzkid/dub-smash-prod?in=pruzzkid/sets/pruzzkid-divosvit-ep,2019-09-09
Ocean Bloom,EXWAVES,https://i1.sndcdn.com/artworks-000612541939-dbc6sz-t500x500.jpg,https://i1.sndcdn.com/artworks-000612541939-dbc6sz-t500x500.jpg,https://soundcloud.com/masterskayalab/poisk?in=ocean_bloom/sets/exwaves-ep,2019-05-08
Zvarych,Zvarych,https://i1.sndcdn.com/artworks-000615392569-q1v62s-t500x500.jpg,https://i1.sndcdn.com/artworks-000615392569-q1v62s-t500x500.jpg,https://soundcloud.com/anton-zvarich/good-bad-weather?in=anton-zvarich/sets/zvarych,2019-10-15
HOLY BAAM,Проактивный,https://i1.sndcdn.com/artworks-000645553573-e2ru9r-t500x500.jpg,https://i1.sndcdn.com/artworks-000645553573-e2ru9r-t500x500.jpg,https://soundcloud.com/cum4nvzx2bsh/nesi-menya-volya?in=cum4nvzx2bsh/sets/holybaam,2019-12-12
Troye Zillia,ENDORФINY,https://i1.sndcdn.com/artworks-000653953921-sl9dmj-t500x500.jpg,https://i1.sndcdn.com/artworks-000653953921-sl9dmj-t500x500.jpg,https://soundcloud.com/troye-zillia/oy-vidty-gora?in=troye-zillia/sets/endorfiny,2019-12-18
Зачатые в Плацкарте,Ня Привет,https://i1.sndcdn.com/avatars-000744967834-a83geq-t500x500.jpg,https://i1.sndcdn.com/avatars-000744967834-a83geq-t500x500.jpg,https://soundcloud.com/zachatye/6nrdoidndcys,2019-11-27
Tamara Lukasheva Quartet,Homebridge,https://img.discogs.com/tKTKnuXt7zKMAdEzSURBpjEZk0I=/fit-in/600x538/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13306420-1551774815-3282.jpeg.jpg,img/R-13306420-1551774815-3282.jpeg.jpg,https://soundcloud.com/traumton/01-night-and-the-moon,2019-01-25
Гибкий Чаплинъ,Тучка Точка Знак,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/d2/3c/f7/d23cf79f-0556-ac84-d4ca-5ba402ea4a32/source/500x500bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/d2/3c/f7/d23cf79f-0556-ac84-d4ca-5ba402ea4a32/source/500x500bb.jpg,https://play.google.com/store/music/album/%D0%93%D0%B8%D0%B1%D0%BA%D0%B8%D0%B9_%D0%A7%D0%B0%D0%BF%D0%BB%D0%B8%D0%BD%D1%8A_Toochka_Tochka_Znak?id=Baryubtb66m4fhbeke72szdzlvq&tid=song-Tqd7lqzzmiykmu7adlcel3lsvpa,2019-12-22
Sale Only ,Палай,https://lh3.googleusercontent.com/_4-VelNz5uaad4XQ4-70HhTAHiSuz_S7WzGQiR_2DNgCFHSYen9xI22MdeCIA7e9y42yX15BbyYstOA=w302-h302-l90-rj,https://lh3.googleusercontent.com/_4-VelNz5uaad4XQ4-70HhTAHiSuz_S7WzGQiR_2DNgCFHSYen9xI22MdeCIA7e9y42yX15BbyYstOA=w302-h302-l90-rj,https://music.youtube.com/watch?v=pzrKLrWagqY&feature=share,2019-11-28
We Are The Sun,Low U,https://lh3.googleusercontent.com/_CUbNOoMpjiHW1PiyS_GTtf6u01Q3uXpEFh5DCEIq6Ot-GXRRxhjVi2EjdbP3Rh9L19tYZGAt66gdxY=w302-h302-l90-rj,https://lh3.googleusercontent.com/_CUbNOoMpjiHW1PiyS_GTtf6u01Q3uXpEFh5DCEIq6Ot-GXRRxhjVi2EjdbP3Rh9L19tYZGAt66gdxY=w302-h302-l90-rj,https://music.youtube.com/watch?v=ONxtic8amA4&feature=share,2019-02-22
O.Torvald,Diller Kaifu I,https://lh3.googleusercontent.com/_fFL2r8pawy8F52PnJ8Ub-yALYS-EKD0fWfWGzrPKB9C1eKpTdNe5wxZtURCk3raY_mta-cVLVU5hmzKMw=w302-h302-l90-rj,https://lh3.googleusercontent.com/_fFL2r8pawy8F52PnJ8Ub-yALYS-EKD0fWfWGzrPKB9C1eKpTdNe5wxZtURCk3raY_mta-cVLVU5hmzKMw=w302-h302-l90-rj,https://music.youtube.com/watch?v=UO7JTWeWqrM&feature=share,2019-10-18
Dead Way Enlightenment,STÖRUNG,https://lh3.googleusercontent.com/_h9DoKlm6UzOX5_WccHL1Nelxmsb3fCnxOaeUxxuDmbTVehZJPJTJgErdMsM6RPUXqcZGB1YB1uWLmg=w302-h302-l90-rj,https://lh3.googleusercontent.com/_h9DoKlm6UzOX5_WccHL1Nelxmsb3fCnxOaeUxxuDmbTVehZJPJTJgErdMsM6RPUXqcZGB1YB1uWLmg=w302-h302-l90-rj,https://music.youtube.com/watch?v=-ctpo35hetc&feature=share,2019-08-01
Komissiya,Терпение и Труд,https://lh3.googleusercontent.com/_jhfdzf1dHOFSUOYiDzSXEmfRUFgbEymwrKFY3IfoT1_X_hq2U4R8hjS9HOCwIcv6HgcMk4vJry2OlQo=w302-h302-l90-rj,https://lh3.googleusercontent.com/_jhfdzf1dHOFSUOYiDzSXEmfRUFgbEymwrKFY3IfoT1_X_hq2U4R8hjS9HOCwIcv6HgcMk4vJry2OlQo=w302-h302-l90-rj,https://music.youtube.com/watch?v=5eNGjVqtkR4&feature=share,2019-10-23
Irene Adler,Хотя бы раз,https://lh3.googleusercontent.com/_KJKThjeSJjw_hQJL-rKcSgdxxV1dLZU-kyQapdbWJeyyy3FA6iqQ5KtwYpSqNCGIl37xryfXyO9rhgbTg=w302-h302-l90-rj,https://lh3.googleusercontent.com/_KJKThjeSJjw_hQJL-rKcSgdxxV1dLZU-kyQapdbWJeyyy3FA6iqQ5KtwYpSqNCGIl37xryfXyO9rhgbTg=w302-h302-l90-rj,https://music.youtube.com/watch?v=qfNa5jhrr6w&feature=share,2019-04-09
Junket,"""Burning Boat & The Dancefloor Security""",https://lh3.googleusercontent.com/_N3-ZEdJrQvirbnUjeLkMfPEgr3FfoPWEyEjNRMUbF6Kd9lYNH3obESqneqXTz2y6_Tl33U8-CoFgNzf=w302-h302-l90-rj,https://lh3.googleusercontent.com/_N3-ZEdJrQvirbnUjeLkMfPEgr3FfoPWEyEjNRMUbF6Kd9lYNH3obESqneqXTz2y6_Tl33U8-CoFgNzf=w302-h302-l90-rj,https://music.youtube.com/watch?v=H6iwxoPffr0&feature=share,2019-03-18
ZERNO,#4th,https://lh3.googleusercontent.com/_OinB0ioIrEfQs28rLsGcUVyY9i0EFbdvQcHwQNBdJmpkm2TPAJy6z-9BUAvks6ymZPImTPlOMkS1SNu=w302-h302-l90-rj,https://lh3.googleusercontent.com/_OinB0ioIrEfQs28rLsGcUVyY9i0EFbdvQcHwQNBdJmpkm2TPAJy6z-9BUAvks6ymZPImTPlOMkS1SNu=w302-h302-l90-rj,https://music.youtube.com/watch?v=q6YRsZBLnF8&feature=share,2019-10-17
Дев'ятий x Deltaplan,Рівне,https://lh3.googleusercontent.com/_qY0oJDMR8wfXhJybE72D0iVcieCcy6J_WXGIZi32JSI8vt8EcfoF62grJ9GVvAoERjwIhkxuF9Apy7-Ug=w302-h302-l90-rj,https://lh3.googleusercontent.com/_qY0oJDMR8wfXhJybE72D0iVcieCcy6J_WXGIZi32JSI8vt8EcfoF62grJ9GVvAoERjwIhkxuF9Apy7-Ug=w302-h302-l90-rj,https://music.youtube.com/watch?v=BfGRJwzwdj0&feature=share,2019-02-08
Jinjer,Macro,https://lh3.googleusercontent.com/_WGQVelMOTR9U9x84no67mAQnTnU8KyetBNpdOdowAZo_RMXfp_XDWBaWvLnMZeYfEwVBnBXBbvHN1Tb=w302-h302-l90-rj,https://lh3.googleusercontent.com/_WGQVelMOTR9U9x84no67mAQnTnU8KyetBNpdOdowAZo_RMXfp_XDWBaWvLnMZeYfEwVBnBXBbvHN1Tb=w302-h302-l90-rj,https://music.youtube.com/watch?v=Fm9fLq4SKZs&feature=share,2019-10-25
Volver Stone,Wasteland,https://lh3.googleusercontent.com/--PchxXDL5HZsk0a-E4gyvYVV-3k4XK4UrWeF8FhgSIiQiMR1ScENDK_BE9hoNtnM8ehj_ACMadb19DnKg=w302-h302-l90-rj,https://lh3.googleusercontent.com/--PchxXDL5HZsk0a-E4gyvYVV-3k4XK4UrWeF8FhgSIiQiMR1ScENDK_BE9hoNtnM8ehj_ACMadb19DnKg=w302-h302-l90-rj,https://music.youtube.com/watch?v=CTLprze45NU&feature=share,2019-09-17
Бетон,Нічого Святого,https://lh3.googleusercontent.com/-71wBd8KiY6Xrf4xl9ICNiE0iwkgJXJ_zfkHyFAtV4u2pPjwNxA8AaiB61QX9kiEm_5ZgAJKUK80Q-IL=w302-h302-l90-rj,https://lh3.googleusercontent.com/-71wBd8KiY6Xrf4xl9ICNiE0iwkgJXJ_zfkHyFAtV4u2pPjwNxA8AaiB61QX9kiEm_5ZgAJKUK80Q-IL=w302-h302-l90-rj,https://music.youtube.com/watch?v=ezIJnJVfiDc&feature=share,2019-02-06
Ivan Dorn & Роман Бестселлер,Три хороших песни,https://lh3.googleusercontent.com/-AncloTakIL7lEV7SOeXNzruSFywe8HY-lZkWdb-bWd8Qm6BH-pOOYis3i1Ut0Oa5j0sVKhpgTOyAqnF=w302-h302-l90-rj,https://lh3.googleusercontent.com/-AncloTakIL7lEV7SOeXNzruSFywe8HY-lZkWdb-bWd8Qm6BH-pOOYis3i1Ut0Oa5j0sVKhpgTOyAqnF=w302-h302-l90-rj,https://music.youtube.com/watch?v=URWl3k5XtVA&feature=share,2019-10-29
Koloah,Salon Imaginalis,https://lh3.googleusercontent.com/-baa2TtxAI4Ud9yDq92dV43P6HJ06Ch91WnONp7YdPJJ3wAStk1y52Z0lYVBnANRJ8wJnLHYFzhzp3gi=w302-h302-l90-rj,https://lh3.googleusercontent.com/-baa2TtxAI4Ud9yDq92dV43P6HJ06Ch91WnONp7YdPJJ3wAStk1y52Z0lYVBnANRJ8wJnLHYFzhzp3gi=w302-h302-l90-rj,https://music.youtube.com/watch?v=9MLWQYrYINI&feature=share,2019-04-15
Space-man,Deep,https://lh3.googleusercontent.com/-W53Z_Ho-DH_ualyXeTpXBPAngSQd2bZjEqFQImb0jpZ8jgLZFRETvmPjojhV8Po1MAP0qDtW1NKzTQc=w302-h302-l90-rj,https://lh3.googleusercontent.com/-W53Z_Ho-DH_ualyXeTpXBPAngSQd2bZjEqFQImb0jpZ8jgLZFRETvmPjojhV8Po1MAP0qDtW1NKzTQc=w302-h302-l90-rj,https://music.youtube.com/watch?v=X80gg0i0fio&feature=share,2019-11-19
KOLA,YO!YO!,https://lh3.googleusercontent.com/-wrSaF4X_Ngk_oie1vF4_3GX9F97O5Ydv7KPZxUEwiCOdgo8hLrWocqkZELUbQEIdxGMa15xe7RqLw8=w302-h302-l90-rj,https://lh3.googleusercontent.com/-wrSaF4X_Ngk_oie1vF4_3GX9F97O5Ydv7KPZxUEwiCOdgo8hLrWocqkZELUbQEIdxGMa15xe7RqLw8=w302-h302-l90-rj,https://music.youtube.com/watch?v=J_r8ZHkbB2M&feature=share,2019-04-18
Fima Chupakhin,Water,https://lh3.googleusercontent.com/-ZVngYBTNCBmsJD0fiXJKIiagDGfpZCUvQrIjKVFbv9ZKEGOn41JSolulBLiyk9kb0Yi-X3ZH6X9Erii=w302-h302-l90-rj,https://lh3.googleusercontent.com/-ZVngYBTNCBmsJD0fiXJKIiagDGfpZCUvQrIjKVFbv9ZKEGOn41JSolulBLiyk9kb0Yi-X3ZH6X9Erii=w302-h302-l90-rj,https://music.youtube.com/watch?v=MmPEboci-z8&feature=share,2019-10-08
Слова-паразиты,Три,https://lh3.googleusercontent.com/0k9MiKtpQ0VKanAi0EB08IRwJCaR-nwF-z3o4daEf1xw_SWGGistwYhI38g-0pmrxkyNoCgZ-ky-hw=w302-h302-l90-rj,https://lh3.googleusercontent.com/0k9MiKtpQ0VKanAi0EB08IRwJCaR-nwF-z3o4daEf1xw_SWGGistwYhI38g-0pmrxkyNoCgZ-ky-hw=w302-h302-l90-rj,https://music.youtube.com/watch?v=YTi-HFQvcd0&feature=share,2019-12-24
Kondurakiy,CHUESH,https://lh3.googleusercontent.com/0mrG1ttSQ5sdvKz_kHxJZTqzBkMJfuZN4ixDyhwS_lXsq4fqW_cwVZb5_N04WzPTg-0m_qRtdl74NeM=w302-h302-l90-rj,https://lh3.googleusercontent.com/0mrG1ttSQ5sdvKz_kHxJZTqzBkMJfuZN4ixDyhwS_lXsq4fqW_cwVZb5_N04WzPTg-0m_qRtdl74NeM=w302-h302-l90-rj,https://music.youtube.com/watch?v=hGt0XHiBKR4&feature=share,2019-09-13
вышел покурить,кино,https://lh3.googleusercontent.com/0uxm1x4bKe3akn1BiN8DJlIGuiNvHc9x6QYx3oLyaf0bfUYU7vxF0dw1-XGNB1g-OFJSdsGgLEp4gPDM=w302-h302-l90-rj,https://lh3.googleusercontent.com/0uxm1x4bKe3akn1BiN8DJlIGuiNvHc9x6QYx3oLyaf0bfUYU7vxF0dw1-XGNB1g-OFJSdsGgLEp4gPDM=w302-h302-l90-rj,https://music.youtube.com/watch?v=TgNrkgvSbx8&feature=share,2019-11-12
Группа БУДУ,Видих-вдих,https://lh3.googleusercontent.com/0wGf3i0No35uLRxyPEfIGTbQOhSPU2Ynmd5EGWw3W2s7TV27dnNN3r7gWn-tBCQiBWJ8EJR4AvvB4cLH=w302-h302-l90-rj,https://lh3.googleusercontent.com/0wGf3i0No35uLRxyPEfIGTbQOhSPU2Ynmd5EGWw3W2s7TV27dnNN3r7gWn-tBCQiBWJ8EJR4AvvB4cLH=w302-h302-l90-rj,https://music.youtube.com/watch?v=Hcvd7ZH-kag&feature=share,2019-01-25
Inner Suffering,Comfort In Black,https://lh3.googleusercontent.com/0Xq-ReuEKnNKw2l4hxRULzUdZ2yvh5-TgSDDkGKzkWIYKG13Sd50XEiRjtLzbvCaUWkSBhbo_P1tBvvB=w302-h302-l90-rj,https://lh3.googleusercontent.com/0Xq-ReuEKnNKw2l4hxRULzUdZ2yvh5-TgSDDkGKzkWIYKG13Sd50XEiRjtLzbvCaUWkSBhbo_P1tBvvB=w302-h302-l90-rj,https://music.youtube.com/watch?v=TRclBjNGAWw&feature=share,2019-06-03
T-Fest,Цвети либо погибни,https://lh3.googleusercontent.com/1a9oXOz0Px4sLUlv87Bd-Vdx7hXw_3MyYKbsIiqyT-BduIKPuTxsS7s3adwhu_Ku8FHWT9Xz32X-XEFA_Q=w302-h302-l90-rj,https://lh3.googleusercontent.com/1a9oXOz0Px4sLUlv87Bd-Vdx7hXw_3MyYKbsIiqyT-BduIKPuTxsS7s3adwhu_Ku8FHWT9Xz32X-XEFA_Q=w302-h302-l90-rj,https://music.youtube.com/watch?v=nIipRW5Vtns&feature=share,2019-11-15
dorydory & AQUAKILLA,Звездная болезнь,https://lh3.googleusercontent.com/1emaW5scElqiH0LvtdTwgMHgGjjVhqqJM8ZdIjOCFnjY_91JcY4VbQuOEn6ZkeVy_IOV8cXQomacZLY=w302-h302-l90-rj,https://lh3.googleusercontent.com/1emaW5scElqiH0LvtdTwgMHgGjjVhqqJM8ZdIjOCFnjY_91JcY4VbQuOEn6ZkeVy_IOV8cXQomacZLY=w302-h302-l90-rj,https://music.youtube.com/watch?v=OwUTlc5zW4k&feature=share,2019-07-12
Deadly Oak,Frustration,https://lh3.googleusercontent.com/1lv0QESG2FW9V1LdvyMfxUeegTMNgUsOdAc86ZAWQMPvsvXPGUwwCUN29rsi974PtidwBJSjab2o5Qln=w302-h302-l90-rj,https://lh3.googleusercontent.com/1lv0QESG2FW9V1LdvyMfxUeegTMNgUsOdAc86ZAWQMPvsvXPGUwwCUN29rsi974PtidwBJSjab2o5Qln=w302-h302-l90-rj,https://music.youtube.com/watch?v=9Tv89LPI15Y&feature=share,2019-02-04
ЖГУТ!,Пара треков,https://lh3.googleusercontent.com/1p2lOhgFg7N2zyGWrdQLXRPoA5J2HgKGkCSZ9gAvp6Dh7eqxsl-Of7Qt8FOF7FIzt16YORGiaMIzfh8=w302-h302-l90-rj,https://lh3.googleusercontent.com/1p2lOhgFg7N2zyGWrdQLXRPoA5J2HgKGkCSZ9gAvp6Dh7eqxsl-Of7Qt8FOF7FIzt16YORGiaMIzfh8=w302-h302-l90-rj,https://music.youtube.com/watch?v=1OQOKt_qFtg&feature=share,2019-04-30
Konstantin Ivchuk Group,Surrender,https://lh3.googleusercontent.com/1VYrKkRYuVg5lkBud9BE3lysR0PUFziG4Y_iAroeaKkXAyHHTumtyS4-JHoyCAABYaoB92w6cP-iivo=w302-h302-l90-rj,https://lh3.googleusercontent.com/1VYrKkRYuVg5lkBud9BE3lysR0PUFziG4Y_iAroeaKkXAyHHTumtyS4-JHoyCAABYaoB92w6cP-iivo=w302-h302-l90-rj,https://music.youtube.com/watch?v=KEZhHNX8IkE&feature=share,2019-10-17
Заводь,Уже заря зажглась,https://lh3.googleusercontent.com/1X5Y5tA9ufoJYQ5rraWpWK7Q9sGzZOFvk1ewzT4DS5UgiWF7UYyO22BzbopzLSJbwQapV1Mbab6YX0M=w302-h302-l90-rj,https://lh3.googleusercontent.com/1X5Y5tA9ufoJYQ5rraWpWK7Q9sGzZOFvk1ewzT4DS5UgiWF7UYyO22BzbopzLSJbwQapV1Mbab6YX0M=w302-h302-l90-rj,https://music.youtube.com/watch?v=myHQuTsZbag&feature=share,2019-04-17
Bojevilla,Яскраво Чорний Ящик,https://lh3.googleusercontent.com/1Y1Ty79cmiccaIcYeWecCl8Z4zhXZ92ZjmQJBlJTBZoxnaT_2Rd8h2uSwai5tXGlHeBhZVewP7PXcSEz=w302-h302-l90-rj,https://lh3.googleusercontent.com/1Y1Ty79cmiccaIcYeWecCl8Z4zhXZ92ZjmQJBlJTBZoxnaT_2Rd8h2uSwai5tXGlHeBhZVewP7PXcSEz=w302-h302-l90-rj,https://music.youtube.com/watch?v=7SDq25OZpN4&feature=share,2019-09-26
Zetetics,11:11,https://lh3.googleusercontent.com/2D6BHFarq3egeItUdFjoDo77MpqzxPXloP9e7akTm1ee2BCPKwqwSEITYr1nHkjP_ztYTC8u0RiZb4Ndpw=w302-h302-l90-rj,https://lh3.googleusercontent.com/2D6BHFarq3egeItUdFjoDo77MpqzxPXloP9e7akTm1ee2BCPKwqwSEITYr1nHkjP_ztYTC8u0RiZb4Ndpw=w302-h302-l90-rj,https://music.youtube.com/watch?v=kn6Swx8Grs8&feature=share,2019-09-04
VCE1DA,Племя зелёного пламени,https://lh3.googleusercontent.com/2DGZ6T-ytPB375zNjj1t9G5F0BltY0Wrj0F8zSLECem6pBKhPnBiSJVL8C9561aCotQPZw5R0bWchJ8eWg=w302-h302-l90-rj,https://lh3.googleusercontent.com/2DGZ6T-ytPB375zNjj1t9G5F0BltY0Wrj0F8zSLECem6pBKhPnBiSJVL8C9561aCotQPZw5R0bWchJ8eWg=w302-h302-l90-rj,https://music.youtube.com/watch?v=jFqx_Cg6M5w&feature=share,2019-03-28
5 Vymir,Карма,https://lh3.googleusercontent.com/2p07GFFwpUcdFx1bZ5T6MfZUzVN2EqAF9SrVV2DBcnRdiU3BKFC9RTlb1ae4BLe5stIEbKWn2KhtpqtyOg=w302-h302-l90-rj,https://lh3.googleusercontent.com/2p07GFFwpUcdFx1bZ5T6MfZUzVN2EqAF9SrVV2DBcnRdiU3BKFC9RTlb1ae4BLe5stIEbKWn2KhtpqtyOg=w302-h302-l90-rj,https://music.youtube.com/watch?v=cBTMpWwkAKI&feature=share,2019-09-30
SOKOL,YOLO,https://lh3.googleusercontent.com/2tbB6ANZiRhAclx2FR99V-HLtKpAgAWAZurmYztV2HXxaxvqcmp4o85TVNh0QrbmxprXZq5hS7Pvd-uBTQ=w302-h302-l90-rj,https://lh3.googleusercontent.com/2tbB6ANZiRhAclx2FR99V-HLtKpAgAWAZurmYztV2HXxaxvqcmp4o85TVNh0QrbmxprXZq5hS7Pvd-uBTQ=w302-h302-l90-rj,https://music.youtube.com/watch?v=jHIbLhHLmt8&feature=share,2019-04-18
Арче Версаче,Рэпрейвер,https://lh3.googleusercontent.com/2Z9tvj_-rENUKOr2ceTaoY8TDmSYA4uCJLnDrvkTpijaIO1kodWOc_2URgzbHW4PgJ2E7fCQHZqVrGlb=w302-h302-l90-rj,https://lh3.googleusercontent.com/2Z9tvj_-rENUKOr2ceTaoY8TDmSYA4uCJLnDrvkTpijaIO1kodWOc_2URgzbHW4PgJ2E7fCQHZqVrGlb=w302-h302-l90-rj,https://music.youtube.com/watch?v=CKs9gClznnU&feature=share,2019-06-01
